                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5400   1.9960  24.1712  0.48895E+02  0.62042E+02  0.56014E-02  0.59771E+02  0.65679E+02  0.56410E-02  0.62648E+02
   10.5400   1.5280  28.4546  0.30607E+02  0.42127E+02  0.52997E-02  0.39634E+02  0.45509E+02  0.53444E-02  0.42181E+02
   10.5400   1.0340  35.7328  0.16996E+02  0.27518E+02  0.53161E-02  0.24546E+02  0.30789E+02  0.53693E-02  0.26815E+02
   10.5400   0.5130  53.1275  0.69349E+01  0.16594E+02  0.82279E-02  0.12776E+02  0.19761E+02  0.88498E-02  0.14629E+02
   10.5400   8.3570   6.1886  0.20300E+05  0.19961E+05  0.34734E-01  0.19687E+05  0.19584E+05  0.33950E-01  0.19228E+05
   10.5400   8.2380   6.4020  0.16891E+05  0.16651E+05  0.30808E-01  0.16438E+05  0.16350E+05  0.30148E-01  0.16074E+05
   10.5400   8.1110   6.6261  0.14019E+05  0.13859E+05  0.27550E-01  0.13694E+05  0.13622E+05  0.26990E-01  0.13407E+05
   10.5400   7.9780   6.8619  0.11612E+05  0.11512E+05  0.24582E-01  0.11384E+05  0.11326E+05  0.24111E-01  0.11159E+05
   10.5400   7.8370   7.1105  0.95952E+04  0.95415E+04  0.22024E-01  0.94428E+04  0.93962E+04  0.21627E-01  0.92673E+04
   10.5400   7.6890   7.3729  0.79127E+04  0.78924E+04  0.19714E-01  0.78163E+04  0.77800E+04  0.19381E-01  0.76805E+04
   10.5400   7.5320   7.6506  0.65094E+04  0.65135E+04  0.17726E-01  0.64549E+04  0.64275E+04  0.17447E-01  0.63508E+04
   10.5400   7.3670   7.9452  0.53417E+04  0.53627E+04  0.15921E-01  0.53175E+04  0.52976E+04  0.15688E-01  0.52384E+04
   10.5400   7.1930   8.2584  0.43712E+04  0.44036E+04  0.14317E-01  0.43688E+04  0.43550E+04  0.14124E-01  0.43093E+04
   10.5400   7.0100   8.5923  0.35658E+04  0.36051E+04  0.12871E-01  0.35783E+04  0.35695E+04  0.12711E-01  0.35343E+04
   10.5400   6.8160   8.9495  0.28981E+04  0.29418E+04  0.11615E-01  0.29210E+04  0.29164E+04  0.11485E-01  0.28891E+04
   10.5400   6.6120   9.3328  0.23458E+04  0.23913E+04  0.10473E-01  0.23753E+04  0.23740E+04  0.10368E-01  0.23528E+04
   10.5400   6.3970   9.7458  0.18897E+04  0.19356E+04  0.94478E-02  0.19231E+04  0.19244E+04  0.93634E-02  0.19079E+04
   10.5400   6.1690  10.1928  0.15144E+04  0.15592E+04  0.85554E-02  0.15494E+04  0.15527E+04  0.84888E-02  0.15397E+04
   10.5400   5.9300  10.6788  0.12066E+04  0.12493E+04  0.77268E-02  0.12416E+04  0.12463E+04  0.76755E-02  0.12361E+04
